record_id,year,month,location_name,geo_level,sector,commodity,sub_item,attribute,value,unit,data_type,appendix_number
1744a68f-949c-4912-a404-d31db962a864,2009,11,ĐB sông Hồng,Provincial,Cultivation,Lạc,,Area_Planted,1626.0,ha,Actual,PL2
d198abd6-e537-420e-8b36-c1b24ea2dc26,2009,11,ĐB sông Hồng,Provincial,Cultivation,Rau,,Area_Planted,59398.0,ha,Actual,PL2
07909eba-b2a6-4618-ad5c-9b6466a1f3bd,2009,11,ĐB sông Hồng,Provincial,Cultivation,Lúa,,Area_Planted,8894.0,ha,Actual,PL2
8b37b24c-6982-4456-aa4d-52f71c60f822,2009,11,Hà Nội,Provincial,Cultivation,Lúa,,Area_Planted,102889.0,ha,Actual,PL2
259ed45a-2516-4ed9-8dad-50449292f5fe,2009,11,Hà Nội,Provincial,Cultivation,Lúa,,Area_Planted,102889.0,ha,Actual,PL2
2c2979f6-b2d3-417e-b4a8-faecefd9cfc6,2009,11,Hà Nội,Provincial,Cultivation,Lúa,,Area_Planted,55186.0,ha,Actual,PL2
cd5fac6a-3cb4-41b8-933a-3bfa5a295884,2009,11,Hà Nội,Provincial,Cultivation,Ngô,,Area_Planted,12284.0,ha,Actual,PL2
8bf11013-a8e7-409b-8e6d-41087025efad,2009,11,Hà Nội,Provincial,Cultivation,Khoai lang,,Area_Planted,2570.0,ha,Actual,PL2
3370c998-d8c4-4c7e-8a08-498b9fcfc87a,2009,11,Hà Nội,Provincial,Cultivation,Đậu,,Area_Planted,30668.0,ha,Actual,PL2
28d50658-fc27-467b-acbe-390fd0ad8017,2009,11,Hà Nội,Provincial,Cultivation,Lạc,,Area_Planted,539.0,ha,Actual,PL2
5a589ddd-eb05-4c87-bf06-da743641d20a,2009,11,Hà Nội,Provincial,Cultivation,Rau,,Area_Planted,7826.0,ha,Actual,PL2
a083a525-30f0-474a-bffb-8b012445be30,2009,11,Hà Nội,Provincial,Cultivation,Lúa,,Area_Planted,66.0,ha,Actual,PL2
db67373d-2b6a-471a-bc5f-5669f51770d3,2009,11,Hải Phòng,Provincial,Cultivation,Lúa,,Area_Planted,42254.0,ha,Actual,PL2
54923a72-28be-40cb-be73-830ddc092873,2009,11,Hải Phòng,Provincial,Cultivation,Lúa,,Area_Planted,42254.0,ha,Actual,PL2
ae3bb118-c7c4-4019-bbb5-c9564b5eb8b7,2009,11,Hải Phòng,Provincial,Cultivation,Lúa,,Area_Planted,57.0,ha,Actual,PL2
3d589a46-3a77-4999-955d-37d63493a361,2009,11,Hải Phòng,Provincial,Cultivation,Lúa,,Area_Planted,5247.0,ha,Actual,PL2
0eda69a0-f3f3-4499-b826-8cc8f260a54a,2009,11,Hải Phòng,Provincial,Cultivation,Ngô,,Area_Planted,1925.0,ha,Actual,PL2
a801c465-bd87-42c4-bf9a-9fb640526093,2009,11,Hải Phòng,Provincial,Cultivation,Rau,,Area_Planted,601.0,ha,Actual,PL2
90e45af8-c9f7-496f-ba2c-7b1de75f408a,2009,11,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,28986.0,ha,Actual,PL2
478e2e65-0167-4c18-962c-cd064d8bc280,2009,11,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,28986.0,ha,Actual,PL2
043b511e-7f13-45fa-9e11-16d0a0a5a806,2009,11,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,51.0,ha,Actual,PL2
e3a5c41f-2059-4354-9814-5f601bee090a,2009,11,Vĩnh Phúc,Provincial,Cultivation,Lúa,,Area_Planted,24207.0,ha,Actual,PL2
f52799f8-9301-4ff4-be62-6a8eefe27adc,2009,11,Vĩnh Phúc,Provincial,Cultivation,Ngô,,Area_Planted,14124.0,ha,Actual,PL2
2ee46a00-dd45-4653-9672-c6928450e7ed,2009,11,Vĩnh Phúc,Provincial,Cultivation,Khoai lang,,Area_Planted,2326.0,ha,Actual,PL2
3028b13f-d396-43bb-b2b9-956c81aa1ae6,2009,11,Vĩnh Phúc,Provincial,Cultivation,Đậu,,Area_Planted,4144.0,ha,Actual,PL2
6c40ac3f-7cf1-49d3-9873-0e3402a33e57,2009,11,Vĩnh Phúc,Provincial,Cultivation,Lạc,,Area_Planted,404.0,ha,Actual,PL2
7ac9884f-abc9-444a-ac4c-0c41844eb600,2009,11,Vĩnh Phúc,Provincial,Cultivation,Rau,,Area_Planted,3209.0,ha,Actual,PL2
a3d39aef-da68-460d-b834-746a4b9f3f84,2009,11,Bắc Ninh,Provincial,Cultivation,Lúa,,Area_Planted,37338.0,ha,Actual,PL2
78a27854-5f0e-4462-9848-ce8bdea3142d,2009,11,Bắc Ninh,Provincial,Cultivation,Lúa,,Area_Planted,37338.0,ha,Actual,PL2
374e1fe2-3e2d-466b-b6cc-8f22f46840fb,2009,11,Bắc Ninh,Provincial,Cultivation,Lúa,,Area_Planted,57.0,ha,Actual,PL2
6185063f-3c0a-4bd3-81ef-877b3d5519f4,2009,11,Bắc Ninh,Provincial,Cultivation,Lúa,,Area_Planted,11386.0,ha,Actual,PL2
2317db01-6ac2-47ad-9c15-2c87f978a9a9,2009,11,Bắc Ninh,Provincial,Cultivation,Ngô,,Area_Planted,3314.0,ha,Actual,PL2
f80d710f-f94b-41b8-b83f-2c9a7aa439db,2009,11,Bắc Ninh,Provincial,Cultivation,Khoai lang,,Area_Planted,2088.0,ha,Actual,PL2
91fee5d6-dc2c-4573-98ec-efb23ad47120,2009,11,Bắc Ninh,Provincial,Cultivation,Đậu,,Area_Planted,1906.0,ha,Actual,PL2
130a8000-b7d8-4520-95ac-a809cc471632,2009,11,Bắc Ninh,Provincial,Cultivation,Lạc,,Area_Planted,272.0,ha,Actual,PL2
c164f3be-4a78-4329-ba68-eb7dab2bc4e1,2009,11,Bắc Ninh,Provincial,Cultivation,Rau,,Area_Planted,3807.0,ha,Actual,PL2
bc704c74-084d-43f0-b87d-e0de7eae41f6,2009,11,Bắc Ninh,Provincial,Cultivation,Lúa,,Area_Planted,709.0,ha,Actual,PL2
26a3f1b3-b1c5-4e7c-a7bc-8768336f704c,2009,11,Hải Dương,Provincial,Cultivation,Lúa,,Area_Planted,63043.0,ha,Actual,PL2
aa61b4a0-aba7-4b0b-8717-f2f90469f26c,2009,11,Hải Dương,Provincial,Cultivation,Lúa,,Area_Planted,62978.0,ha,Actual,PL2
38102ecd-3483-457f-98fd-775ed8135a56,2009,11,Hải Dương,Provincial,Cultivation,Lúa,,Area_Planted,57.0,ha,Actual,PL2
286a7dfc-6dd7-43b8-8319-4464e77d11f0,2009,11,Hải Dương,Provincial,Cultivation,Lúa,,Area_Planted,23096.0,ha,Actual,PL2
082bcef2-fe0c-4ab5-b41f-a9c35a1466fc,2009,11,Hải Dương,Provincial,Cultivation,Ngô,,Area_Planted,3151.0,ha,Actual,PL2
c11bbdfe-4b9e-4a1d-87b8-ed8634d8f6b7,2009,11,Hải Dương,Provincial,Cultivation,Khoai lang,,Area_Planted,541.0,ha,Actual,PL2
12a9d034-7a91-41dc-8480-e882f4d1efd0,2009,11,Hải Dương,Provincial,Cultivation,Đậu,,Area_Planted,270.0,ha,Actual,PL2
6991256d-19ea-4a2b-b423-21ad2474c43b,2009,11,Hải Dương,Provincial,Cultivation,Rau,,Area_Planted,14415.0,ha,Actual,PL2
866cac0d-7953-4b5a-9989-d7bb70d91595,2009,11,Hải Dương,Provincial,Cultivation,Lúa,,Area_Planted,372.0,ha,Actual,PL2
53bbe7ad-a04b-4bb4-8514-db2cad750acc,2009,11,Hưng Yên,Provincial,Cultivation,Lúa,,Area_Planted,40671.0,ha,Actual,PL2
da5e93f3-8f3d-4af4-bc48-f2da737b43c9,2009,11,Hưng Yên,Provincial,Cultivation,Lúa,,Area_Planted,40671.0,ha,Actual,PL2
b506bc8c-4d61-43ac-8f6f-45cc2fd74bce,2009,11,Hưng Yên,Provincial,Cultivation,Lúa,,Area_Planted,61.0,ha,Actual,PL2
00017029-857b-43ee-ba5a-a971da18cbc4,2009,11,Hưng Yên,Provincial,Cultivation,Lúa,,Area_Planted,16354.0,ha,Actual,PL2
fb4f54e7-c7b5-4286-9be9-88a4f8f44cbe,2009,11,Hưng Yên,Provincial,Cultivation,Ngô,,Area_Planted,4905.0,ha,Actual,PL2
f79feb33-5572-48d9-aa4f-6c1576ebbe5b,2009,11,Hưng Yên,Provincial,Cultivation,Khoai lang,,Area_Planted,655.0,ha,Actual,PL2
70471b62-6617-4eb8-9a62-24d09683dc7b,2009,11,Hưng Yên,Provincial,Cultivation,Đậu,,Area_Planted,2758.0,ha,Actual,PL2
4baaff27-9cae-479f-9a5a-21d2c7771644,2009,11,Hưng Yên,Provincial,Cultivation,Lạc,,Area_Planted,97.0,ha,Actual,PL2
98d6f1c5-3037-4e7d-ac18-8f47e33a1aff,2009,11,Hưng Yên,Provincial,Cultivation,Rau,,Area_Planted,6942.0,ha,Actual,PL2
87d24360-6701-4b19-a71e-df08ae9b26b6,2009,11,Hưng Yên,Provincial,Cultivation,Lúa,,Area_Planted,572.0,ha,Actual,PL2
56251372-a5d2-45b9-a5db-e42e157cd36d,2009,11,Hà Nam,Provincial,Cultivation,Lúa,,Area_Planted,35403.0,ha,Actual,PL2
b41a2dca-619b-43d1-be62-4090db972592,2009,11,Hà Nam,Provincial,Cultivation,Lúa,,Area_Planted,35403.0,ha,Actual,PL2
be397450-a504-4072-8a23-6e4257f95785,2009,11,Hà Nam,Provincial,Cultivation,Lúa,,Area_Planted,57.0,ha,Actual,PL2
5ce6d670-50ba-4b88-88a6-56e4e05f8afc,2009,11,Hà Nam,Provincial,Cultivation,Lúa,,Area_Planted,18666.0,ha,Actual,PL2
ff80392e-a1fc-4ca4-bc3c-7aedeb649f1d,2009,11,Hà Nam,Provincial,Cultivation,Ngô,,Area_Planted,3697.0,ha,Actual,PL2
f5170120-fd7a-4e7e-9e8b-425e5d6059b8,2009,11,Hà Nam,Provincial,Cultivation,Khoai lang,,Area_Planted,399.0,ha,Actual,PL2
4458fdbf-a3ca-40d0-b422-41c76cead664,2009,11,Hà Nam,Provincial,Cultivation,Đậu,,Area_Planted,11249.0,ha,Actual,PL2
9a1fded6-8017-4396-9be6-56517cefe5e7,2009,11,Hà Nam,Provincial,Cultivation,Lạc,,Area_Planted,42.0,ha,Actual,PL2
97f0f326-43f9-4471-bf61-32e1c9014931,2009,11,Hà Nam,Provincial,Cultivation,Rau,,Area_Planted,2907.0,ha,Actual,PL2
bd8716db-9ec2-4d47-b70a-99a4c22981f8,2009,11,Hà Nam,Provincial,Cultivation,Lúa,,Area_Planted,404.0,ha,Actual,PL2
4afe1339-fe99-417f-bfb8-01579d3ec539,2009,11,Nam Định,Provincial,Cultivation,Lúa,,Area_Planted,80304.0,ha,Actual,PL2
5ca2d3fe-1c4f-4d94-8cc3-892c1530b4e4,2009,11,Nam Định,Provincial,Cultivation,Lúa,,Area_Planted,80304.0,ha,Actual,PL2
b53b4bda-c95e-4741-b4f4-61d2f62742f1,2009,11,Nam Định,Provincial,Cultivation,Lúa,,Area_Planted,45.0,ha,Actual,PL2
1f96eb37-113f-47cb-86a8-2a24179d1bc0,2009,11,Nam Định,Provincial,Cultivation,Lúa,,Area_Planted,14324.0,ha,Actual,PL2
a44b6d74-86fe-4822-82e0-8b23dd2597ea,2009,11,Nam Định,Provincial,Cultivation,Ngô,,Area_Planted,1959.0,ha,Actual,PL2
23c7dd71-118e-448f-9d17-718240e4216c,2009,11,Nam Định,Provincial,Cultivation,Khoai lang,,Area_Planted,870.0,ha,Actual,PL2
27cc90fd-e515-4dbd-b59c-f720981617ab,2009,11,Nam Định,Provincial,Cultivation,Đậu,,Area_Planted,618.0,ha,Actual,PL2
b52b35ea-3dc4-46d3-9108-ee443f979784,2009,11,Nam Định,Provincial,Cultivation,Rau,,Area_Planted,2315.0,ha,Actual,PL2
3a2d0212-18dd-4c20-bc77-99002642a3f8,2009,11,Nam Định,Provincial,Cultivation,Lúa,,Area_Planted,2619.0,ha,Actual,PL2
07558af3-bf1f-4748-a53e-4910a1e960d1,2009,11,Thái Bình,Provincial,Cultivation,Lúa,,Area_Planted,83164.0,ha,Actual,PL2
427c763f-b4d0-40cc-bb34-32fe2ff77cf3,2009,11,Thái Bình,Provincial,Cultivation,Lúa,,Area_Planted,83164.0,ha,Actual,PL2
c7d0cca0-fe19-418a-b8ff-a75d1407d6d8,2009,11,Thái Bình,Provincial,Cultivation,Lúa,,Area_Planted,70.0,ha,Actual,PL2
f2c90b88-fb19-404f-a920-6c3cd45beb71,2009,11,Thái Bình,Provincial,Cultivation,Lúa,,Area_Planted,40028.0,ha,Actual,PL2
c84352d1-8e36-4a8c-a6be-a882bfe9f121,2009,11,Thái Bình,Provincial,Cultivation,Ngô,,Area_Planted,6430.0,ha,Actual,PL2
56104d75-b646-4e88-8007-2d412c1f450d,2009,11,Thái Bình,Provincial,Cultivation,Khoai lang,,Area_Planted,2893.0,ha,Actual,PL2
dfffafbb-c2bd-4daf-8d27-61f38a656d7f,2009,11,Thái Bình,Provincial,Cultivation,Đậu,,Area_Planted,13779.0,ha,Actual,PL2
20e1aae4-e054-45f8-9f85-c13f415197e2,2009,11,Thái Bình,Provincial,Cultivation,Rau,,Area_Planted,13313.0,ha,Actual,PL2
078fb1d9-5a74-48d3-a657-9260d2bc1bb7,2009,11,Thái Bình,Provincial,Cultivation,Lúa,,Area_Planted,3443.0,ha,Actual,PL2
4d0e8f10-1df8-4ee6-9bf1-c729069802da,2009,11,Ninh Bình,Provincial,Cultivation,Lúa,,Area_Planted,39812.0,ha,Actual,PL2
15b46b28-061c-4c55-b597-1f00f2657023,2009,11,Ninh Bình,Provincial,Cultivation,Lúa,,Area_Planted,39812.0,ha,Actual,PL2
03d7b9b0-de54-4b49-bbe9-94f6bdeb3beb,2009,11,Ninh Bình,Provincial,Cultivation,Lúa,,Area_Planted,56.0,ha,Actual,PL2
e8596104-3d88-4c58-a20a-b8d0410dc6c8,2009,11,Ninh Bình,Provincial,Cultivation,Lúa,,Area_Planted,19392.0,ha,Actual,PL2
56a37c57-ce20-4b4e-a88f-1c5b40bc12bb,2009,11,Ninh Bình,Provincial,Cultivation,Ngô,,Area_Planted,3314.0,ha,Actual,PL2
e92fc1fe-b047-4f8e-a747-fc90be0a5971,2009,11,Ninh Bình,Provincial,Cultivation,Khoai lang,,Area_Planted,2088.0,ha,Actual,PL2
8bb7295e-e745-4ced-93c5-56093deefddc,2009,11,Ninh Bình,Provincial,Cultivation,Đậu,,Area_Planted,8939.0,ha,Actual,PL2
04aa0be6-c0d3-4b22-8efe-141850f21a49,2009,11,Ninh Bình,Provincial,Cultivation,Lạc,,Area_Planted,272.0,ha,Actual,PL2
fdd13b62-c276-4269-a47e-01088ddf5b4e,2009,11,Ninh Bình,Provincial,Cultivation,Rau,,Area_Planted,4064.0,ha,Actual,PL2
de6c4b58-abd0-484b-9c4d-ddfd35c829f5,2009,11,Ninh Bình,Provincial,Cultivation,Lúa,,Area_Planted,709.0,ha,Actual,PL2
cba31cda-f244-4ad9-8aad-aa049cb4057b,2009,11,Đông Bắc,Provincial,Cultivation,Lúa,,Area_Planted,329040.0,ha,Actual,PL2
83a55b85-e51d-4a50-92ed-fee4b02a684c,2009,11,Đông Bắc,Provincial,Cultivation,Lúa,,Area_Planted,327255.0,ha,Actual,PL2
96425933-3de8-4a34-a7cc-5024cea67c79,2009,11,Đông Bắc,Provincial,Cultivation,Lúa,,Area_Planted,89710.0,ha,Actual,PL2
02af7932-d268-4c73-ad3d-af151a700881,2009,11,Đông Bắc,Provincial,Cultivation,Ngô,,Area_Planted,40789.0,ha,Actual,PL2
226ce5b4-0d68-4ce1-9430-14d88acd8a91,2009,11,Đông Bắc,Provincial,Cultivation,Khoai lang,,Area_Planted,16811.0,ha,Actual,PL2
6c3ebafa-7b8a-4332-b578-bb65a24eb0cd,2009,11,Đông Bắc,Provincial,Cultivation,Đậu,,Area_Planted,1094.0,ha,Actual,PL2
8b584fd2-0c59-4e0f-a88d-0e468c79b2cb,2009,11,Đông Bắc,Provincial,Cultivation,Lạc,,Area_Planted,1662.0,ha,Actual,PL2
e7fb164d-bbbd-4b77-961d-c4464f10f70a,2009,11,Đông Bắc,Provincial,Cultivation,Rau,,Area_Planted,27757.0,ha,Actual,PL2
479b3cb5-f670-498d-b447-123a453af8a7,2009,11,Đông Bắc,Provincial,Cultivation,Lúa,,Area_Planted,2352.0,ha,Actual,PL2
460b5792-b9d5-4c93-8cbe-45ea630ba94c,2009,11,Hà Giang,Provincial,Cultivation,Lúa,,Area_Planted,25759.0,ha,Actual,PL2
695a5a45-0494-49a1-8c31-2cefed9b9bdd,2009,11,Hà Giang,Provincial,Cultivation,Lúa,,Area_Planted,25759.0,ha,Actual,PL2
62735f56-c978-4443-ba59-2734b0913fa0,2009,11,Hà Giang,Provincial,Cultivation,Lúa,,Area_Planted,3646.0,ha,Actual,PL2
ab6e4f3f-9f80-46bc-8582-73da4bdbe5d9,2009,11,Hà Giang,Provincial,Cultivation,Ngô,,Area_Planted,1109.0,ha,Actual,PL2
07c19db1-380e-45e6-ba0e-1e456aa946e5,2009,11,Hà Giang,Provincial,Cultivation,Khoai lang,,Area_Planted,95.0,ha,Actual,PL2
5dfda5f0-569f-4510-9034-38427f8f444c,2009,11,Hà Giang,Provincial,Cultivation,Rau,,Area_Planted,2039.0,ha,Actual,PL2
c7802075-c638-47a7-8789-43c8a9c97b53,2009,11,Hà Giang,Provincial,Cultivation,Lúa,,Area_Planted,153.5,ha,Actual,PL2
f9c6f096-cb09-4477-971d-70d0a1677924,2009,11,Cao Bằng,Provincial,Cultivation,Lúa,,Area_Planted,25516.0,ha,Actual,PL2
717a0c3c-1634-4ece-a27c-5c7914a4cd7f,2009,11,Cao Bằng,Provincial,Cultivation,Lúa,,Area_Planted,25516.0,ha,Actual,PL2
5567bbef-4ef9-4498-9472-9b7dca109e9b,2009,11,Lào Cai,Provincial,Cultivation,Lúa,,Area_Planted,19570.0,ha,Actual,PL2
b861db34-fb9b-465d-bbb5-ac1a484a472a,2009,11,Lào Cai,Provincial,Cultivation,Lúa,,Area_Planted,19570.0,ha,Actual,PL2
1fff4e3f-90a9-4c37-98db-ca09291e575f,2009,11,Lào Cai,Provincial,Cultivation,Lúa,,Area_Planted,42.0,ha,Actual,PL2
3e28fd2a-5dd8-4d78-baa9-ea34072df95d,2009,11,Lào Cai,Provincial,Cultivation,Lúa,,Area_Planted,5093.0,ha,Actual,PL2
6b06e804-9d58-4edd-800c-95ed90f57963,2009,11,Lào Cai,Provincial,Cultivation,Khoai lang,,Area_Planted,383.0,ha,Actual,PL2
406971f8-b533-4a93-9767-f0751c02841b,2009,11,Lào Cai,Provincial,Cultivation,Rau,,Area_Planted,4710.0,ha,Actual,PL2
16724abf-4c3b-4f3b-9354-8f16b224b35a,2009,11,Bắc Cạn,Provincial,Cultivation,Lúa,,Area_Planted,14002.0,ha,Actual,PL2
ebbb9baf-f2b2-4f44-96ee-e5d102fb6216,2009,11,Bắc Cạn,Provincial,Cultivation,Lúa,,Area_Planted,14002.0,ha,Actual,PL2
2cac3ef3-710e-4190-9e19-16d2e6daf2f4,2009,11,Bắc Cạn,Provincial,Cultivation,Lúa,,Area_Planted,42.0,ha,Actual,PL2
8fb5337c-244a-47c7-9984-99d4d9c3c50d,2009,11,Bắc Cạn,Provincial,Cultivation,Lúa,,Area_Planted,602.0,ha,Actual,PL2
293d8f37-c6af-49b0-b5bc-6d5588874c2d,2009,11,Bắc Cạn,Provincial,Cultivation,Ngô,,Area_Planted,378.0,ha,Actual,PL2
bf58a4e6-36f5-4a71-bdb6-2bbd7f914bf4,2009,11,Bắc Cạn,Provincial,Cultivation,Rau,,Area_Planted,224.0,ha,Actual,PL2
628b6092-030c-4d5c-be9c-7c922f148ae1,2009,11,Bắc Cạn,Provincial,Cultivation,Lúa,,Area_Planted,78.0,ha,Actual,PL2
085c8265-7153-4d22-a9c0-ba59daafebd4,2009,11,Lạng Sơn,Provincial,Cultivation,Lúa,,Area_Planted,31200.0,ha,Actual,PL2
ed979e2d-864b-4b63-9048-aab57a26b730,2009,11,Lạng Sơn,Provincial,Cultivation,Lúa,,Area_Planted,30000.0,ha,Actual,PL2
d4de1fcb-d7a2-4a8c-b399-4e88feb2a7b6,2009,11,Tuyên Quang,Provincial,Cultivation,Lúa,,Area_Planted,25816.0,ha,Actual,PL2
c448687a-52e6-4834-bf25-6d0d261bf8f5,2009,11,Tuyên Quang,Provincial,Cultivation,Lúa,,Area_Planted,25637.0,ha,Actual,PL2
dbe3501c-f464-4f54-96c1-7e463ec8075c,2009,11,Tuyên Quang,Provincial,Cultivation,Lúa,,Area_Planted,57.0,ha,Actual,PL2
5f5795d4-c2af-4373-b464-c16e13500574,2009,11,Tuyên Quang,Provincial,Cultivation,Lúa,,Area_Planted,11579.0,ha,Actual,PL2
bfbbeb75-4fca-4a24-bf45-edb13838d66e,2009,11,Tuyên Quang,Provincial,Cultivation,Ngô,,Area_Planted,5123.0,ha,Actual,PL2
92d66640-00fc-486b-a379-c366dc0ddba1,2009,11,Tuyên Quang,Provincial,Cultivation,Khoai lang,,Area_Planted,2919.0,ha,Actual,PL2
6ac01384-ff62-4663-9085-6395f6a2d471,2009,11,Tuyên Quang,Provincial,Cultivation,Đậu,,Area_Planted,613.0,ha,Actual,PL2
32c5f427-05c5-481c-9657-63b17fac2033,2009,11,Tuyên Quang,Provincial,Cultivation,Lạc,,Area_Planted,51.0,ha,Actual,PL2
3cdae6a2-8670-4268-95dd-2ab13f87e1cc,2009,11,Tuyên Quang,Provincial,Cultivation,Rau,,Area_Planted,2873.0,ha,Actual,PL2
8857ff95-d0bf-4e86-a786-d5bee8bafa71,2009,11,Tuyên Quang,Provincial,Cultivation,Lúa,,Area_Planted,286.0,ha,Actual,PL2
2207c4ab-afbb-4016-9d14-ed5865fde2df,2009,11,Yên Bái,Provincial,Cultivation,Lúa,,Area_Planted,23927.0,ha,Actual,PL2
6b539971-913b-437f-9ba7-247a52382d85,2009,11,Yên Bái,Provincial,Cultivation,Lúa,,Area_Planted,23927.0,ha,Actual,PL2
fe34639b-d375-4816-8c4f-80d3a7cd9c1e,2009,11,Yên Bái,Provincial,Cultivation,Lúa,,Area_Planted,41.0,ha,Actual,PL2
36742eb5-0e6c-408c-a2de-ca1d219fe5d4,2009,11,Yên Bái,Provincial,Cultivation,Lúa,,Area_Planted,8525.0,ha,Actual,PL2
8145f666-a53d-48e3-b6a1-88a3f0cee615,2009,11,Yên Bái,Provincial,Cultivation,Ngô,,Area_Planted,6382.0,ha,Actual,PL2
0f98a57c-add5-4281-b3e6-c0b7a5876f88,2009,11,Yên Bái,Provincial,Cultivation,Khoai lang,,Area_Planted,975.0,ha,Actual,PL2
f4622412-d50f-4912-8c7e-e544af79b399,2009,11,Yên Bái,Provincial,Cultivation,Đậu,,Area_Planted,6.0,ha,Actual,PL2
2a26c394-7990-4d59-a22d-728d36323a2d,2009,11,Yên Bái,Provincial,Cultivation,Rau,,Area_Planted,1060.0,ha,Actual,PL2
26ae7186-cdfa-4286-ba0b-4edde933f458,2009,11,Yên Bái,Provincial,Cultivation,Lúa,,Area_Planted,108.0,ha,Actual,PL2
b83a46b6-0799-4bb7-9801-14b51ce3094d,2009,11,Thái Nguyên,Provincial,Cultivation,Lúa,,Area_Planted,41500.0,ha,Actual,PL2
f02343dc-262a-424f-989e-7aa9204d3c28,2009,11,Thái Nguyên,Provincial,Cultivation,Lúa,,Area_Planted,41167.0,ha,Actual,PL2
